弱点,弱点[じゃくてん],"weak point, weakness",,,
車庫,車庫[しゃこ],"garage, car shed",,,
車掌,車掌[しゃしょう],(train) conductor,,,
写生,写生[しゃせい],"sketching, drawing from nature",,,
社説,社説[しゃせつ],editorial,,,
シャッター,シャッター,shutter,,,
車輪,車輪[しゃりん],(car) wheel,,,
洒落,洒落[しゃれ],"joke, pun, witticism",,,
じゃんけん,じゃんけん,rock-scissors-paper game,,,
～手,～手[～しゅ],"~ player, person who does ~",,,
～集,～集[～しゅう],collection of ~,,,
集会,集会[しゅうかい],"meeting, assembly",,,
集金,集金[しゅうきん],money collection,,,
集合,集合[しゅうごう],"gathering, assembly",,,
習字,習字[しゅうじ],penmanship,,,
修繕,修繕[しゅうぜん],"repair, mending",,,
じゅうたん (カーペット),じゅうたん (カーペット),carpet,,,
終点,終点[しゅうてん],"terminus, last stop (e.g train)",,,
重点,重点[じゅうてん],"important point, lay stress on, emphasis",,,
リズム,リズム,rhythm,,,
リボン,リボン,ribbon,,,
略す,略[りゃく]す,to abbreviate,,,
～流,～流[～りゅう],"fashion, manner, way",,,
流域,流域[りゅういき],(river) basin,,,
～領,～領[～りょう],territory,,,
両側,両側[りょうがわ],both sides,,,
漁師,漁師[りょうし],fisherman,,,
領事,領事[りょうじ],consul,,,
臨時,臨時[りんじ],"temporary, special, extraordinary",,,
留守番,留守番[るすばん],"care-taking, caretaker, house-watching",,,
零点,零点[れいてん],"zero, no marks",,,
冷[れい]凍[とう],冷[][れい]凍[とう],"freezing, cold storage, refrigeration",,,
レインコート,レインコート,raincoat,,,
レクリェーション,レクリェーション,recreation,,,
列島,列島[れっとう],chain of islands,,,
リポート,リポート,"report, paper",,,
煉瓦,煉瓦[れんが],brick,,,
連合,連合[れんごう],"union, alliance",,,
レンズ,レンズ,lens,,,
ろうそく,ろうそく,candle,,蝋燭,
ローマ字,ローマ 字[じ],"romanization, Roman letters (alphabet)",,,
録音,録音[ろくおん],(audio) recording,,,
ロッカー,ロッカー,locker,,,
ロビー,ロビー,lobby,,,
～論,～論[～ろん],theory,,,
論ずる,論[ろん]ずる,"to argue, to discuss",,,
和～,和～[わ～],Japanese style,,,
～羽,～羽[～わ],counter for rabbits; birds,,,
和英,和英[わえい],Japanese-English,,,
我～,我～[わが～],our ~,,,
若々しい,若々[わかわか]しい,"youthful, young",,,
詫びる,詫[わ]びる,to apologize,,,
和服,和服[わふく],Japanese clothes,,,
割合に,割合[わりあい]に,comparatively,,,
割算,割算[わりざん],division (math),,,
割引,割引[わりびき],discount,,,
ワンピース,ワンピース,one-piece dress,,,
アイデア; アイディア,アイデア; アイディア,idea,,,
扇ぐ,扇[あお]ぐ,"to fan, to flap",,,
呆れる,呆[あき]れる,"to be shocked, to be appalled",,,
アクセント,アクセント,accent,,,
飽くまで,飽[あ]くまで,"to the end, to the last, stubbornly",,,
明くる～,明[あ]くる～,"next, following",,,
朝寝坊,朝寝坊[あさねぼう],"oversleeping, late riser",,,
足跡,足跡[あしあと],footprint,,,
足元,足元[あしもと],at one's feet,,,
あちらこちら,あちらこちら,here and there,,,
宛[あて]名[な],宛[][あて]名[な],"address, direction",,,
当てはまる,当[あ]てはまる,"to be applicable, to come under (a category)",,,
当てはめる,当[あ]てはめる,"to apply, to adapt",,,
あぶる,あぶる,"to scorch, to roast",,,
あふれる,あふれる,"to flood, to overflow",,,
雨戸,雨戸[あまど],sliding storm door,,,
甘やかす,甘[あま]やかす,"to pamper, to spoil",,,
余る,余[あま]る,"to be left over, to be in excess",,,
怪しい,怪[あや]しい,"suspicious, dubious, doubtful",,,
有難い,有難[ありがた]い,"grateful, thankful, appreciated",,,
アンテナ,アンテナ,antenna,,,
～位,～位[～い],~th place,,,
言い付ける,言[いいつ]い付ける,"to tell, to order",,,
意義,意義[いぎ],"meaning, significance",,,
幾～,幾～[いく～],several ~,,,
育児,育児[いくじ],"childcare, nursing",,,
生け花,生[いけばな]け花[いけばな],flower arrangement,,,
以後,以後[いご],after this; from now on; hereafter,,,
以降,以降[いこう],"on and after, hereafter",,,
イコール,イコール,equal,,,
勇ましい,勇[いさ]ましい,"brave, valiant",,,
衣食住,衣食住[いしょくじゅう],"food, clothing and shelter",,,
～いち (にほんいち),～いち (にほんいち),No. 1 ~ (in),,,
いちいち,いちいち,"one by one, separately",,,
一流,一流[いちりゅう],"first class, leading",,,
一昨日,一昨日[いっさくじつ],day before yesterday,,,
一昨年,一昨年[いっさくねん],year before last,,,
一斉,一斉[いっせい],"simultaneous, all at once",,,
一旦,一旦[いったん],"once, for a moment",,,
行っていらっしゃい,行[い]っていらっしゃい,"have a nice day, see you",,,
行ってらっしゃい,行[い]ってらっしゃい,"have a nice day, see you",,,
いってまいります,いってまいります,"(Lit.) I'll go and come back, 'I'm going, see you later'",,,
いってきます,いってきます,"(Lit.) I'll go and come back, 'I'm going, see you later'",,,
井戸,井戸[いど],water well,,,
緯度,緯度[いど],latitude (navigation),,,
煎る,煎[い]る,to roast,,,
炒る,炒[い]る,"to parch, to roast",,,
入れ物,入[いれもの]れ物[いれもの],"container, case",,,
インキ,インキ,ink,,,
引力,引力[いんりょく],"attraction (mag, grav)",,,
ウエートレス,ウエートレス,waitress,,,
植木,植木[うえき],"garden shrubs, trees, potted plant",,,
飢える,飢[う]える,to starve,,,
浮ぶ,浮[うか]ぶ,"to float, to rise to surface, to come to mind",,,
浮かべる,浮[う]かべる,to float; to express,,,
浮く,浮[う]く,to float,,,
承る,承[うけたまわ]る,"(humble) to hear, to be told, to know",,,
打[うち]合[あわ]せ,打[][うち]合[あわ]せ,"business meeting, previous arrangement",,,
うどん,うどん,udon noodles (Japanese traditional noodles),,,
うなずく,うなずく,to nod,,,
裏口,裏口[うらぐち],"backdoor, rear entrance",,,
占う,占[うらな]う,"to predict, to divine",,,
恨み,恨[うら]み,resentment,,,
羨む,羨[うらや]む,to envy,,,
売[うり]上[あげ],売[][うり]上[あげ],"amount sold, proceeds",,,
売り切れ,売[うりき]り切れ,sold-out,,,
売り切れる,売[うりき]り切れる,to be sold out,,,
売行き,売行[うれゆ]き,sales,,,
うろうろ,うろうろ,"loitering, aimless wandering",,,
上～,上～[うわ～],upper ~,,,
運河,運河[うんが],"canal, waterway",,,
英文,英文[えいぶん],sentence in English,,,
英和,英和[えいわ],"English-Japanese (e.g., dictionary)",,,
ええと,ええと,"let me see, well, er...",,,
液体,液体[えきたい],"liquid, fluid",,,
絵の具,絵[えのぐ]の具[えのぐ],"colors, paints",,,
エプロン,エプロン,apron,,,
偉い,偉[えら]い,"great, celebrated, remarkable,",,,
園芸,園芸[えんげい],"horticulture, gardening",,,
円周,円周[えんしゅう],circumference,,,
遠足,遠足[えんそく],"trip, hike, picnic",,,
延長,延長[えんちょう],"extension, prolongation",,,
煙突,煙突[えんとつ],chimney,,,
オイル,オイル,oil,,,
王女,王女[おうじょ],princess,,,
応接,応接[おうせつ],reception,,,
応対,応対[おうたい],"receiving, dealing with",,,
欧米,欧米[おうべい],"Europe and America, the West",,,
応[おう]用[よう],応[][おう]用[よう],"application, put to practical use",,,
電波,電波[でんぱ],electro-magnetic wave,,,
テンポ,テンポ,tempo,,,
電流,電流[でんりゅう],electric current,,,
問い合わせ,問[といあ]い合わせ,inquiry,,,
～島,～島[～とう],kind of islands,,,
銅,銅[どう],copper,,,
～道,～道[～どう],"kind of path, road",,,
どういたしまして (かん),どういたしまして (かん),"you are welcome, don't mention it",,,
同格,同格[どうかく],"the same rank, equality, apposition",,,
峠,峠[とうげ],"ridge, (mountain) pass, difficult part",,,
統計,統計[とうけい],"scattering, a scatter, dispersion",,,
動作,動作[どうさ],"action, movements, motions",,,
東西,東西[とうざい],"East and West, whole country",,,
当日,当日[とうじつ],"appointed day, very day",,,
投書,投書[とうしょ],"letter to the editor, letter from a reader, contribution",,,
登場,登場[とうじょう],entry (on stage),,,
灯台,灯台[とうだい],lighthouse,,,
当[とう]番[ばん],当[][とう]番[ばん],being on duty,,,
等分,等分[とうぶん],division into equal parts,,,
透明,透明[とうめい],"transparency, cleanness",,,
灯油,灯油[とうゆ],"lamp oil, kerosene",,,
童話,童話[どうわ],fairy tale,,,
～通り,～ 通[とお]り,"in accordance with ~; following ~; ~ street, ~ avenue",,,
通り掛かる,通[とおりか]り掛かる,to happen to pass by,,,
尖る,尖[とが]る,"to taper to a point, to become sharp",,,
特殊,特殊[とくしゅ],"special, unique",,,
特売,特売[とくばい],special sale,,,
溶け込む,溶[とけこ]け込む,to melt into; to become a part of,,,
床の間,床[とこのま]の間[とこのま],alcove,,,
～ところ,～ところ,about to do ~,,,
戸棚,戸棚[とだな],"cupboard, cabinet",,,
どっと,どっと,suddenly,,,
整う,整[ととの]う,"to be prepared, to be in order, to be arranged",,,
留まる,留[とどまる、と]まる,"to be fixed; to abide, to stay (in the one place)",,,
殿,殿[どの],Mister (mostly in addressing someone on an envelope),,,
ともかく,ともかく,"anyhow, at any rate, anyway",,,
捕える,捕[とら]える,"to seize, to capture, to arrest",,,
捕る,捕[と]る,"to take, to catch (fish)",,,
丼,丼[どんぶり],"porcelain bowl, bowl of rice with food on top",,,
～内,～内[～ない],inside ~,,,
内線,内線[ないせん],phone extension,,,
ナイロン,ナイロン,nylon,,,
長～,長～[なが～、ちょう～],long ~,,,
長引く,長引[ながび]く,"to be prolonged, to drag on",i,,
中指,中指[なかゆび],middle finger,,,
為す,為[な]す,"to accomplish, to do",,,
謎謎,謎謎[なぞなぞ],riddle,,,
傾らか,傾[なだ]らか,"gradual, gentle",,,
撫でる,撫[な]でる,"to brush gently, to stroke",,,
斜め,斜[なな]め,"diagonal, oblique",,,
なにしろ,なにしろ,"at any rate, in any case",,,
何々,何々[なになに],"such and such, What?",,,
並木,並木[なみき],"roadside tree, row of trees",,,
倣う,倣[なら]う,"to imitate, to follow, to emulate",,,
南極,南極[なんきょく],"south pole, Antarctic",,,
なんとなく,なんとなく,"somehow or other, for some reason or another",,,
なんとも,なんとも,"nothing (with neg. verb), quite, not a bit",,,
ナンバー,ナンバー,number,,,
南米,南米[なんべい],South America,,,
南北,南北[なんぼく],south and north,,,
匂う,匂[にお]う,"to be fragrant, to smell",,,
逃がす,逃[に]がす,"to let loose, to set free, to let escape",,,
～難い,～ 難[がた]い,hard (difficult) to do ~,,,
濁る,濁[にご]る,"to become muddy, to get cloudy",,,
虹,虹[にじ],rainbow,,,
日時,日時[にちじ],date and time,,,
日用品,日用品[にちようひん],daily necessities,,,
日課,日課[にっか],"daily work, daily routine",,,
女房,女房[にょうぼう],wife,,,
睨[にら]む,睨[][にら]む,"to glare at, to stare; to keep an eye on",,,
俄,俄[にわか],"sudden, abrupt, unexpected",,,
ねじ,ねじ,(a) screw,,,
捩る,捩[ねじ]る,to twist,,,
ネックレス,ネックレス,necklace,,,
寝間着,寝間着[ねまき],"sleep-wear, pajamas",,,
狙い,狙[ねら]い,aim,,,
狙う,狙[ねら]う,to aim at,,,
～年生,～年生[～ねんせい],counter for school year,,,
年度,年度[ねんど],"year, fiscal year",,,
農産物,農産物[のうさんぶつ],agricultural produce,,,
農村,農村[のうそん],agricultural community,,,
濃度,濃度[のうど],"concentration, density",,,
農薬,農薬[のうやく],agricultural chemicals,,,
のこぎり,のこぎり,saw,,,
残らず,残[のこ]らず,"completely, without exception",,,
上り,上[のぼ]り,"up-train (going to Tokyo), ascent",,,
糊,糊[のり],"glue, paste, starch",,,
乗換,乗換[のりかえ],"a transfer (e.g., trains, buses)",,,
乗り越し,乗[のりこ]り越し,riding past (one's station),,,
はい (かん),はい (かん),yes,,,
灰色,灰色[はいいろ],"grey, ashen",,,
俳句,俳句[はいく],haiku poetry,,,
バイバイ,バイバイ,bye bye,,,
売買,売買[ばいばい],"trade, buying and selling",,,
這う,這[は]う,"to creep, to crawl",,,
剥す,剥[はが]す,"to tear off, to peel off, to rip off",,,
ばからしい,ばからしい,absurd,,,
秤,秤[はかり],"scales, weighing machine",,,
～泊,～泊[～はく],"counter for staying (e.g., 2 nights)",,,
歯車,歯車[はぐるま],"gear, cog-wheel",,,
バケツ,バケツ,"bucket, pail",,,
挟まる,挟[はさ]まる,"to get between, to be caught in",,,
梯子,梯子[はしご],"ladder, stairs",,,
始めに,始[はじ]めに,"to begin with, first of all",,,
初めに,初[はじ]めに,"to begin with, first of all",,,
はじめまして,はじめまして,"How do you do, I am glad to meet you",,,
斜,斜[はす],diagonal,,,
パターン,パターン,pattern,,,
肌着,肌着[はだぎ],underwear,,,
果して,果[はた]して,"as was expected, really",,,
鉢,鉢[はち],"a bowl, a pot",,,
発揮,発揮[はっき],"exhibition, demonstration, display",,,
バック,バック,back,,,
発電,発電[はつでん],"generation (e.g., power)",,,
発売,発売[はつばい],sale,,,
話合い,話合[はなしあ]い,"discussion, talk",,,
花火,花火[はなび],fireworks,,,
ばね,ばね,"spring (e.g., coil, leaf)",,,
破片,破片[はへん],"fragment, broken piece",,,
歯磨き,歯磨[はみが]き,"toothbrushing, toothpaste",,,
はめる,はめる,"(col) to get in, to insert, to put on",,,
早口,早口[はやくち],fast-talking,,,
払い戻す,払[はらいもど]い戻す,"to repay, to pay back",,,
針金,針金[はりがね],wire,,,
反映,反映[はんえい],"reflection, influence",,,
半径,半径[はんけい],radius,,,
判子,判子[はんこ],seal (used for signature),,,
万歳,万歳[ばんざい],"banzai, Long live ~!",,,
判事,判事[はんじ],"judge, justice",,,
番地,番地[ばんち],"house number, address",,,
パンツ,パンツ,underpants,,,
バンド,バンド,band,,,
ハンドル,ハンドル,"handle, steering wheel",,,
～番目,～番目[～ばんめ],~th,,,
日当たり,日当[ひあ]たり,"exposure to the sun, sunny place",,,
比較的,比較的[ひかくてき],comparatively; relatively,,,
引受る,引受[ひきうけ]る,"to undertake, to take up, to take over",,,
引算,引算[ひきざん],subtraction,,,
卑怯,卑怯[ひきょう],"cowardice, meanness, unfairness",,,
引分け,引分[ひきわ]け,"a draw (in competition), tie game",,,
陽射,陽射[ひざし],"sunlight, rays of the sun",,,
肘,肘[ひじ],elbow,,,
ピストル,ピストル,pistol,,,
ぴたり,ぴたり,exactly; close-fitting,,,
筆記,筆記[ひっき],"note taking, writing",,,
引っ繰り返る,引[ひっくりかえ]っ繰り返る,"to be overturned, to be upset, to topple over, to be reversed",,,
一～,一～[ひと～],one ~,,,
人差指,人差指[ひとさしゆび],index finger,,,
一通り,一通[ひととお]り,"general, briefly",,,
瞳,瞳[ひとみ],pupil (of eye),,,
一休み,一休[ひとやす]み,a rest,,,
独り言,独[ひとりごと]り言[ひとりごと],"a soliloquy, a monologue, speaking to oneself",,,
ひとりでに,ひとりでに,"by itself, automatically, naturally",,,
ビニール,ビニール,vinyl,,,
日日,日日[ひにち],date,,,
捻る,捻[ひね]る,"to twist, to turn",,,
日の入り,日[ひのい]の入り,sunset,,,
日の出,日[ひので]の出[ひので],sunrise,,,
響き,響[ひび]き,"echo, sound",,,
響く,響[ひび]く,to resound; to affect,,,
皮膚,皮膚[ひふ],skin,,,
ひゃっかじてん,ひゃっかじてん,encyclopedia,,,
～病,～病[～びょう],kind of disease,,,
表紙,表紙[ひょうし],"front cover, binding",,,
標準,標準[ひょうじゅん],"standard, level",,,
ビルディング,ビルディング,building,,,
昼寝,昼寝[ひるね],"nap (at home), siesta",,,
広さ,広[ひろ]さ,extent,,,
広々,広々[ひろびろ],"extensive, spacious",,,
ピンク,ピンク,pink,,,
便箋,便箋[びんせん],"writing paper, stationery",,,
瓶詰,瓶詰[びんづめ],"bottling, bottled",,,
～部,～部[～ぶ],~ part,,,
ファスナー,ファスナー,"fastener, zipper",,,
風船,風船[ふうせん],balloon,,,
付近,付近[ふきん],"neighborhood, vicinity",,,
副詞,副詞[ふくし],adverb,,,
複写,複写[ふくしゃ],"copy, duplicate",,,
複数,複数[ふくすう],"plural, multiple",,,
膨らます,膨[ふく]らます,"to swell, to expand, to inflate",,,
更ける,更[ふ]ける,"to get late, to wear on",,,
符号,符号[ふごう],"sign, mark, symbol",,,
夫妻,夫妻[ふさい],"man and wife, married couple",,,
塞がる,塞[ふさ]がる,"to be plugged up, to be shut up",,,
塞ぐ,塞[ふさ]ぐ,"to stuff, to close up, to block (up)",,,
無沙汰,無沙汰[ぶさた],neglecting to stay in contact,,,
襖,襖[ふすま],sliding screen,,,
附属,附属[ふぞく],"attached, belonging, affiliated",,,
父母,父母[ふぼ],"father and mother, parents",,,
麓,麓[ふもと],"the foot, the bottom, the base (of a mountain)",,,
フライパン,フライパン,"fry pan, frying pan",,,
ブラウス,ブラウス,blouse,,,
ぶらさげる,ぶらさげる,"to hang, to suspend, to swing",,,
プラットホーム,プラットホーム,platform,,,
フリー,フリー,free,,,
プリント,プリント,"print, handout",,,
故郷,故郷[ふるさと],"home town, birthplace",,古里,
振舞う,振舞[ふるま]う,"to behave, to conduct",,,
ブローチ,ブローチ,brooch,,,
風呂敷,風呂敷[ふろしき],"wrapping cloth, cloth wrapper",,,
ふわふわ,ふわふわ,"light, soft",,,
分解,分解[ぶんかい],"analysis, disassembly",,,
文芸,文芸[ぶんげい],"literature, art and literature",,,
文献,文献[ぶんけん],"literature, books (reference)",,,
分数,分数[ぶんすう],fraction (in math),,,
文体,文体[ぶんたい],literary style,,,
分布,分布[ぶんぷ],distribution,,,
文房具,文房具[ぶんぼうぐ],stationery,,,
文脈,文脈[ぶんみゃく],context,,,
分量,分量[ぶんりょう],"amount, quantity",,,
分類,分類[ぶんるい],classification,,,
閉会,閉会[へいかい],closure,,,
並行,並行[へいこう],"(going) side by side, concurrent, at the same time",,,
平日,平日[へいじつ],weekday,,,
兵隊,兵隊[へいたい],soldier,,,
平凡,平凡[へいぼん],"common, ordinary",,,
凹む,凹[へこ]む,"to be dented, to be indented",,,
へそ,へそ,"navel, belly-button",,,
隔てる,隔[へだ]てる,to be shut out,,,
別々,別々[べつべつ],"separately, individually",,,
ヘリコプター,ヘリコプター,helicopter,,,
～遍,～遍[～へん],time,,,
～弁,～弁[～べん],"speech, dialect",,,
編集,編集[へんしゅう],"editing, compilation, editorial (e.g., committee)",,,
便[べん]所[じょ],便[][べん]所[じょ],"toilet, lavatory",,,
ペンチ,ペンチ,pliers (lit: pinchers),,,
～歩,～歩[～ほ],"step, pace",,,
～ぽい,～ぽい,~ish,,,
～ほう (ひかく),～ほう (ひかく),(in comparison),,,
防～,防～[ぼう～],~ prevention,,,
望遠鏡,望遠鏡[ぼうえんきょう],telescope,,,
方角,方角[ほうがく],"direction, way",,,
箒,箒[ほうき],broom,,,
方言,方言[ほうげん],dialect,,,
坊さん,坊[ぼう]さん,"Buddhist priest, monk",,,
方針,方針[ほうしん],"objective, plan, policy",,,
法則,法則[ほうそく],"law, rule",,,
膨大,膨大[ぼうだい],"enormous, extensive",,,
包丁,包丁[ほうちょう],"kitchen knife, carving knife",,,
方程式,方程式[ほうていしき],equation,,,
防犯,防犯[ぼうはん],prevention of crime,,,
方面,方面[ほうめん],direction; area,,,
坊や,坊[ぼう]や,boy,,,
放る,放[ほう]る,"to throw, toss<br>Neglect, abandon",t,,
朗らか,朗[ほが]らか,"bright, cheerful, melodious",,,
牧場,牧場[ぼくじょう],farm (livestock); pasture land,,,
牧畜,牧畜[ぼくちく],stock-farming,,,
保健,保健[ほけん],"health preservation, hygiene, sanitation",,,
ポスター,ポスター,poster,,,
北極,北極[ほっきょく],North Pole,,,
坊っちゃん,坊[ぼ]っちゃん,son (of others),,,
ぼろ,ぼろ,"rag, tattered clothes",,,
盆,盆[ぼん],Festival of the Dead; tray,,,
ほんの～,ほんの～,"mere, just",,,
本部,本部[ほんぶ],headquarters,,,
本来,本来[ほんらい],"essentially, naturally, by nature",,,
まあまあ,まあまあ,okay; so-so; decent,,,
毎～,毎～[まい～],every ~,,,
毎度,毎度[まいど],"each time, common service-sector greeting",,,
枕,枕[まくら],pillow,,,
曲げる,曲[ま]げる,"to bend, to crook, to lean",,,
まごまご,まごまご,"confused, be at a loss",,,
摩擦,摩擦[まさつ],friction; rubbing; chafe,,,
マスク,マスク,mask,,,
またぐ,またぐ,to straddle,,,
待合室,待合室[まちあいしつ],waiting room,,,
街角,街角[まちかど],street corner,,,
真っ黒,真[まっくろ]っ黒[まっくろ],pitch black,,,
真っ青,真[まっさお]っ青[まっさお],"deep blue, ghastly pale",,,
真っ先,真[まっさき]っ先[まっさき],"foremost, beginning",,,
真っ白,真[まっしろ]っ白[まっしろ],pure white,,,
祭る,祭[まつ]る,"to deify, to enshrine",,,
窓口,窓口[まどぐち],(ticket) window,,,
真似る,真似[まね]る,"to mimic, to imitate",,,
まぶた,まぶた,eyelids,,,
マフラー,マフラー,a winter scarf,,,
間も無く,間[まもな]も無く,"soon, in a short time",,,
マラソン,マラソン,marathon,,,
稀,稀[まれ],"rare, seldom",,,
回り道,回[まわりみち]り道[まわりみち],detour,,,
マンション,マンション,"multistory apartment house, condominium",,false cognate,
満点,満点[まんてん],perfect score,,,
見掛け,見掛[みか]け,outward appearance,,,
三日月,三日月[みかづき],crescent moon,,,
みじめ,みじめ,"sad, pitiful, wretched",,,
水着,水着[みずぎ],bathing suit (woman's),,,
店屋,店屋[みせや],"store, shop",,,
～みたい,～みたい,looks like ~,,,
道順,道順[みちじゅん],"itinerary, route",,,
見詰める,見詰[みつ]める,"to stare at, to gaze at",,,
醜い,醜[みにく]い,ugly,,,
身分,身分[みぶん],"position, status",,,
見舞う,見舞[みま]う,"to ask after (health), to visit",,,
未満,未満[みまん],"less than, insufficient",,,
ミリ (メートル),ミリ (メートル),milli-,,,
民間,民間[みんかん],"private, civilian",,,
民主～,民主～[みんしゅ～],democratic,,,
民謡,民謡[みんよう],"folk song, popular song",,,
～向け,～ 向[む]け,for ~,,,
無限,無限[むげん],infinite,,,
無地,無地[むじ],plain,,,
無数,無数[むすう],"countless number, infinite number",,,
紫,紫[むらさき],"purple color, violet",,,
姪,姪[めい],niece,,,
命ずる,命[めい]ずる,"to command, to appoint",,,
迷信,迷信[めいしん],superstition,,,
名物,名物[めいぶつ],"famous product, special product, speciality",,,
銘々,銘々[めいめい],"each, individual",,,
目覚し,目覚[めざま]し,alarm-clock,,,
目印,目印[めじるし],"mark, sign, landmark",,,
目立つ,目立[めだ]つ,"to be conspicuous, to stand out",,,
めでたい,めでたい,"happy, propitious, joyous",,,
目安,目安[めやす],"criterion, aim",,,
免税,免税[めんぜい],tax exemption,,,
面倒臭い,面倒臭[めんどうくさ]い,"bother to do, tiresome",,,
儲かる,儲[もう]かる,"to be profitable, to yield a profit",,,
儲ける,儲[もう]ける,"to earn, to have (bear, beget) a child",,,
モーター,モーター,motor,,,
木材,木材[もくざい],"lumber, timber, wood",,,
潜る,潜[もぐ]る,"to drive, to pass through; to evade, to hide",,,
モダン,モダン,modern,,,
餅,餅[もち],sticky rice cake,,,
～もち,～もち,person who has ~,,,
モデル,モデル,a fashion model,,,
元々,元々[もともと],"originally, by nature, from the start",,,
物置,物置[ものおき],storage room,,,
物語る,物語[ものがた]る,"to tell, to indicate",,,
物差し,物差[ものさ]し,"ruler, measure",,,
物凄い,物凄[ものすご]い,"earth-shattering, staggering, to a very great extent",,,
揉む,揉[も]む,"to rub, to crumple (up), to wrinkle",,,
盛る,盛[も]る,to serve (food); to fill up; to prescribe,,,
～問,～問[～もん],counter for questions,,,
問答,問答[もんどう],"questions and answers, dialogue",,,
～夜,～夜[～や],counter for nights,,,
やかん,やかん,kettle,,,
役所,役所[やくしょ],"government office, public office",,,
役人,役人[やくにん],government official,,,
薬品,薬品[やくひん],"medicine(s), chemical(s)",,,
火傷,火傷[やけど],"burn, scald",,,
夜行,夜行[やこう],"night train, night travel",,,
矢印,矢印[やじるし],directing arrow,,,
やたらに,やたらに,"randomly, recklessly, blindly",,,
やっつける,やっつける,"to attack (an enemy), to beat, to finish off",,,
家主,家主[やぬし],landlord,,,
やっぱり,やっぱり,"after all, anyway",,,
破く,破[やぶ]く,to tear,,,
軟らかい,軟[やわ]らかい,"soft, tender, limp",,,
遊園地,遊園地[ゆうえんち],amusement park,,,
郵送,郵送[ゆうそう],mailing,,,
夕[ゆう]日[ひ],夕[][ゆう]日[ひ],"(in) the evening sun, setting sun",,,
悠々,悠々[ゆうゆう],"quiet, calm, leisurely",,,
有料,有料[ゆうりょう],"admission-paid, toll",,,
浴衣,浴衣[ゆかた],"bathrobe, informal summer kimono",,,
湯気,湯気[ゆげ],steam,,,
輸送,輸送[ゆそう],"transport, transportation",,,
油断,油断[ゆだん],"negligence, unpreparedness",,,
緩い,緩[ゆる]い,"loose, lenient, slow",,,
溶岩,溶岩[ようがん],lava,,,
用語,用語[ようご],"term, terminology",,,
要旨,要旨[ようし],"gist, essentials, summary",,,
幼児,幼児[ようじ],"infant, baby, child",,,
容積,容積[ようせき],"capacity, volume",,,
幼稚,幼稚[ようち],"infancy, childish, infantile",,,
洋品店,洋品店[ようひんてん],clothes store,,,
養分,養分[ようぶん],"nourishment, nutrient",,,
羊毛,羊毛[ようもう],wool,,,
漸く,漸[ようや]く,"at last, finally, hardly",,,
翌～,翌～[よく～],next ~,,,
欲張り,欲張[よくば]り,greedy,,,
よこす,よこす,"to send, to forward; to hand over (e.g., money)",,,
余所,余所[よそ],"another place, somewhere else, strange parts",,,
四つ角,四[よつかど]つ角[よつかど],"four corners, crossroads",,,
予備,予備[よび],"preparation, spare",,,
呼び掛ける,呼[よびか]び掛ける,"to call out to, to accost, to address (crowd), to appeal",,,
蘇る,蘇[よみがえ]る,"to be resurrected, to be revived",,,
慶ぶ,慶[よろこ]ぶ,"to be delighted, to be glad",,,
～等,～等[～ら],plural persons,,,
来日,来日[らいにち],"coming to Japan, visit to Japan",,,
落第,落第[らくだい],"failure, dropping out of a class",,,
欄,欄[らん],"column of text (e.g., as in a newspaper)",,,
ランチ,ランチ,lunch,,,
ランニング,ランニング,running; tank top,,,
理科,理科[りか],science,,,
短期,短期[たんき],short term,,,
たんす,たんす,chest of drawers,,,
淡水,淡水[たんすい],fresh water,,,
単数,単数[たんすう],singular (number),,,
団地,団地[だんち],housing complex,,,
断[だん]定[てい],断[][だん]定[てい],"conclusion, decision",,,
短編,短編[たんぺん],"short (e.g., story, film)",,,
近付ける,近付[ちかづ]ける,"to bring near, to put close, to let come near",,,
近寄る,近寄[ちかよ]る,"to approach, to draw near",,,
力強い,力強[ちからづよ]い,"powerful, strong, vigorous",,,
ちぎる,ちぎる,"to cut up fine, to pick (fruit)",,,
地質,地質[ちしつ],geological features,,,
地帯,地帯[ちたい],"area, zone",,,
縮める,縮[ちぢ]める,"to shorten, to reduce, to shrink",,,
縮れる,縮[ちぢ]れる,"to be wavy, to be curled",,,
チップ,チップ,"gratuity, tip; chip",,,
地点,地点[ちてん],"site, point on a map",,,
地名,地名[ちめい],place name,,,
茶色い,茶色[ちゃいろ]い,brown,,,
～着,～着[～ちゃく],counter for clothes; finishing place,,,
着々,着々[ちゃくちゃく],steadily,,,
中間,中間[ちゅうかん],"middle, midway, interim",,,
抽象,抽象[ちゅうしょう],abstract,,,
中世,中世[ちゅうせい],"Middle Ages, medieval times",,,
中性,中性[ちゅうせい],"neuter gender, neutral",,,
中途,中途[ちゅうと],"in the middle, half-way",,,
中年,中年[ちゅうねん],middle-aged,,,
～庁,～庁[～ちょう],"office, agency",,,
～兆,～兆[～ちょう],trillion,,,
～長,～長[～ちょう],"leader, head",,,
超過,超過[ちょうか],"excess, being more than",,,
彫刻,彫刻[ちょうこく],"carving, engraving, sculpture",,,
長女,長女[ちょうじょ],eldest daughter,,,
調節,調節[ちょうせつ],"regulation, adjustment, control",,,
長短,長短[ちょうたん],"length, long and short, +-",,,
頂点,頂点[ちょうてん],"top, summit",,,
長男,長男[ちょうなん],eldest son,,,
～丁目,～丁目[～ちょうめ],"~ district (of a town; city, block)",,,
チョーク,チョーク,chalk,,,
